# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4M of event 'cycles:ppp'
# Event count (approx.): 7488323981209
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-32205.map       [.] src_0x3637d0
     0.00%  translator  perf-32205.map       [.] src_0x366c08
     0.00%  translator  perf-32205.map       [.] src_0xdb5c8
     0.00%  translator  perf-32205.map       [.] src_0x282458
     0.00%  translator  perf-32205.map       [.] src_0x52f79c
     0.00%  translator  perf-32205.map       [.] src_0x142360
     0.00%  translator  perf-32205.map       [.] src_0xd3324
     0.00%  translator  perf-32205.map       [.] src_0xdd13c
     0.00%  translator  perf-32205.map       [.] src_0x1c3324
     0.00%  translator  perf-32205.map       [.] src_0xd3318
     0.00%  translator  perf-32205.map       [.] src_0x2f7d0
     0.00%  translator  perf-32205.map       [.] src_0x2f774
     0.00%  translator  perf-32205.map       [.] src_0x27c78c
     0.00%  translator  perf-32205.map       [.] src_0x27cd9c
     0.00%  translator  perf-32205.map       [.] src_0x143ac8
     0.00%  translator  perf-32205.map       [.] src_0x3ba73c
     0.00%  translator  perf-32205.map       [.] src_0x1177f8
     0.00%  translator  perf-32205.map       [.] src_0xe922c
     0.00%  translator  perf-32205.map       [.] src_0xd345c
     0.00%  translator  perf-32205.map       [.] src_0xf8694
     0.00%  translator  perf-32205.map       [.] src_0x10fbd8
     0.00%  translator  perf-32205.map       [.] src_0x39d2a4
     0.00%  translator  translator           [.] parse_instruction
     0.00%  translator  [kernel.kallsyms]    [k] ext4_mark_inode_dirty
     0.00%  translator  [kernel.kallsyms]    [k] __ext4_journal_start_sb
     0.00%  translator  [kernel.kallsyms]    [k] pagevec_lru_move_fn
     0.00%  translator  translator           [.] set_cache_entry
     0.00%  translator  [kernel.kallsyms]    [k] mark_buffer_dirty
     0.00%  translator  [kernel.kallsyms]    [k] page_remove_rmap
     0.00%  translator  [kernel.kallsyms]    [k] __wake_up_common
     0.00%  translator  perf-32205.map       [.] src_0x207128
     0.00%  translator  perf-32205.map       [.] src_0x108170
     0.00%  translator  [kernel.kallsyms]    [k] x86_pmu_enable
     0.00%  translator  translator           [.] reg_to_string
     0.00%  translator  perf-32205.map       [.] src_0x183c1c
     0.00%  translator  translator           [.] mnem_to_string
     0.00%  translator  [kernel.kallsyms]    [k] vma_set_page_prot
     0.00%  translator  perf-32205.map       [.] src_0x108138
     0.00%  translator  [tg3]                [k] tg3_timer
     0.00%  translator  perf-32205.map       [.] src_0x363c94
     0.00%  translator  perf-32205.map       [.] src_0x2c43a0
     0.00%  translator  perf-32205.map       [.] src_0x207fcc
     0.00%  translator  perf-32205.map       [.] src_0xdb5e4
     0.00%  translator  [kernel.kallsyms]    [k] profile_tick
     0.00%  translator  perf-32205.map       [.] src_0x12d350
     0.00%  translator  perf-32205.map       [.] src_0xa03d4
     0.00%  translator  perf-32205.map       [.] src_0x113fc0
     0.00%  translator  perf-32205.map       [.] src_0x517d50
     0.00%  translator  perf-32205.map       [.] src_0x522ee4
     0.00%  translator  [kernel.kallsyms]    [k] cpu_needs_another_gp
     0.00%  translator  perf-32205.map       [.] src_0xa038c
     0.00%  translator  perf-32205.map       [.] src_0x110dfc
     0.00%  translator  [kernel.kallsyms]    [k] __intel_pmu_disable_all
     0.00%  translator  perf-32205.map       [.] src_0x3c9894
     0.00%  translator  perf-32205.map       [.] src_0xa1044
     0.00%  translator  perf-32205.map       [.] src_0xe2144
     0.00%  translator  perf-32205.map       [.] src_0x11030c
     0.00%  translator  perf-32205.map       [.] src_0x3512f4
     0.00%  translator  perf-32205.map       [.] src_0xe214c
     0.00%  translator  perf-32205.map       [.] src_0x50de84
     0.00%  translator  perf-32205.map       [.] src_0x12d3d8
     0.00%  translator  perf-32205.map       [.] src_0xf9684
     0.00%  translator  perf-32205.map       [.] src_0x1839b4
     0.00%  translator  perf-32205.map       [.] src_0x306008
     0.00%  translator  perf-32205.map       [.] src_0x110cf8
     0.00%  translator  perf-32205.map       [.] src_0x52687c
     0.00%  translator  perf-32205.map       [.] src_0x2c5bc0
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_try_charge
     0.00%  translator  perf-32205.map       [.] src_0x524c48
     0.00%  translator  perf-32205.map       [.] src_0x3dba30
     0.00%  translator  perf-32205.map       [.] src_0x26aaa4
     0.00%  translator  perf-32205.map       [.] src_0x162688
     0.00%  translator  perf-32205.map       [.] src_0x9b458
     0.00%  translator  perf-32205.map       [.] src_0x9bde4
     0.00%  translator  perf-32205.map       [.] src_0x12d2b0
     0.00%  translator  perf-32205.map       [.] src_0x9b470
     0.00%  translator  perf-32205.map       [.] src_0xe3120
     0.00%  translator  [kernel.kallsyms]    [k] tcp_established_options
     0.00%  translator  perf-32205.map       [.] src_0x546fe8
     0.00%  translator  perf-32205.map       [.] src_0x50df38
     0.00%  translator  perf-32205.map       [.] src_0xa120c
     0.00%  translator  perf-32205.map       [.] src_0x9be78
     0.00%  translator  perf-32205.map       [.] src_0xa0da0
     0.00%  translator  perf-32205.map       [.] src_0xe2100
     0.00%  translator  [kernel.kallsyms]    [k] wakeup_preempt_entity.isra.68
     0.00%  translator  perf-32205.map       [.] src_0x546530
     0.00%  translator  perf-32205.map       [.] src_0x50dd60
     0.00%  translator  perf-32205.map       [.] src_0x9bcd0
     0.00%  translator  perf-32205.map       [.] src_0x1177d4
     0.00%  translator  [kernel.kallsyms]    [k] __tcp_transmit_skb
     0.00%  translator  perf-32205.map       [.] src_0x2abec4
     0.00%  translator  perf-32205.map       [.] src_0x350d24
     0.00%  translator  perf-32205.map       [.] src_0x2abf18
     0.00%  translator  perf-32205.map       [.] src_0x50f720
     0.00%  translator  [kernel.kallsyms]    [k] smp_apic_timer_interrupt
     0.00%  translator  perf-32205.map       [.] src_0x315d44
     0.00%  translator  perf-32205.map       [.] src_0xe309c
     0.00%  translator  perf-32205.map       [.] src_0xa1170
     0.00%  translator  perf-32205.map       [.] src_0x5a6ac
     0.00%  translator  [kernel.kallsyms]    [k] nf_hook_slow
     0.00%  translator  perf-32205.map       [.] src_0x546f6c
     0.00%  translator  perf-32205.map       [.] src_0x547a54
     0.00%  translator  perf-32205.map       [.] src_0x1833f4
     0.00%  translator  perf-32205.map       [.] src_0x514c54
     0.00%  translator  perf-32205.map       [.] src_0x2c9080
     0.00%  translator  perf-32205.map       [.] src_0xdb0d8
     0.00%  translator  perf-32205.map       [.] src_0x15e6e0
     0.00%  translator  perf-32205.map       [.] src_0x547d30
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_page_lruvec
     0.00%  translator  perf-32205.map       [.] src_0x54726c
     0.00%  translator  perf-32205.map       [.] src_0xf89ac
     0.00%  translator  perf-32205.map       [.] src_0x208070
     0.00%  translator  [nfs]                [k] nfs_file_write
     0.00%  translator  perf-32205.map       [.] src_0x5465ec
     0.00%  translator  perf-32205.map       [.] src_0x5469cc
     0.00%  translator  perf-32205.map       [.] src_0xdb15c
     0.00%  translator  perf-32205.map       [.] src_0xe215c
     0.00%  translator  [kernel.kallsyms]    [k] update_wall_time
     0.00%  translator  perf-32205.map       [.] src_0x12d588
     0.00%  translator  perf-32205.map       [.] src_0x50e208
     0.00%  translator  perf-32205.map       [.] src_0xe3154
     0.00%  translator  perf-32205.map       [.] src_0x3062ac
     0.00%  translator  perf-32205.map       [.] src_0x5479f0
     0.00%  translator  perf-32205.map       [.] src_0x546ea8
     0.00%  translator  perf-32205.map       [.] src_0x2be114
     0.00%  translator  perf-32205.map       [.] src_0xe7060
     0.00%  translator  perf-32205.map       [.] src_0xa1184
     0.00%  translator  perf-32205.map       [.] src_0x114714
     0.00%  translator  perf-32205.map       [.] src_0x208048
     0.00%  translator  perf-32205.map       [.] src_0x546948
     0.00%  translator  perf-32205.map       [.] src_0xf89f0
     0.00%  translator  perf-32205.map       [.] src_0xefcfc
     0.00%  translator  perf-32205.map       [.] src_0x50dafc
     0.00%  translator  perf-32205.map       [.] src_0x2c58d0
     0.00%  translator  perf-32205.map       [.] src_0x5137dc
     0.00%  translator  perf-32205.map       [.] src_0x30603c
     0.00%  translator  perf-32205.map       [.] src_0xe35e8
     0.00%  translator  [kernel.kallsyms]    [k] memcg_kmem_get_cache
     0.00%  translator  perf-32205.map       [.] src_0xdd2f4
     0.00%  translator  perf-32205.map       [.] src_0x546e24
     0.00%  translator  perf-32205.map       [.] src_0x50ecf8
     0.00%  translator  perf-32205.map       [.] src_0xa10fc
     0.00%  translator  perf-32205.map       [.] src_0xe1ec8
     0.00%  translator  perf-32205.map       [.] src_0x9be2c
     0.00%  translator  perf-32205.map       [.] src_0x2a6484
     0.00%  translator  perf-32205.map       [.] src_0x2c8888
     0.00%  translator  perf-32205.map       [.] src_0x517cd0
     0.00%  translator  perf-32205.map       [.] src_0xa0d9c
     0.00%  translator  [kernel.kallsyms]    [k] plist_del
     0.00%  translator  perf-32205.map       [.] src_0x11079c
     0.00%  translator  perf-32205.map       [.] src_0x50e2a8
     0.00%  translator  perf-32205.map       [.] src_0x9be44
     0.00%  translator  perf-32205.map       [.] src_0x546950
     0.00%  translator  perf-32205.map       [.] src_0xdd130
     0.00%  translator  perf-32205.map       [.] src_0xe92e0
     0.00%  translator  [tg3]                [k] tg3_start_xmit
     0.00%  translator  perf-32205.map       [.] src_0x546e08
     0.00%  translator  perf-32205.map       [.] src_0x9b510
     0.00%  translator  perf-32205.map       [.] src_0x545fac
     0.00%  translator  perf-32205.map       [.] src_0x315d64
     0.00%  translator  [kernel.kallsyms]    [k] ipv4_dst_check
     0.00%  translator  perf-32205.map       [.] src_0xf971c
     0.00%  translator  perf-32205.map       [.] src_0xa0e04
     0.00%  translator  perf-32205.map       [.] src_0x546e3c
     0.00%  translator  perf-32205.map       [.] src_0x546484
     0.00%  translator  perf-32205.map       [.] src_0x546be0
     0.00%  translator  perf-32205.map       [.] src_0x208248
     0.00%  translator  perf-32205.map       [.] src_0x3068f4
     0.00%  translator  perf-32205.map       [.] src_0xa0d40
     0.00%  translator  perf-32205.map       [.] src_0xe94f0
     0.00%  translator  perf-32205.map       [.] src_0x5468b4
     0.00%  translator  perf-32205.map       [.] src_0x527890
     0.00%  translator  perf-32205.map       [.] src_0x50d8bc
     0.00%  translator  perf-32205.map       [.] src_0x3508b8
     0.00%  translator  [kernel.kallsyms]    [k] __dev_queue_xmit
     0.00%  translator  perf-32205.map       [.] src_0x547bd4
     0.00%  translator  perf-32205.map       [.] src_0x2c889c
     0.00%  translator  perf-32205.map       [.] src_0xf69f0
     0.00%  translator  perf-32205.map       [.] src_0x29a8dc
     0.00%  translator  perf-32205.map       [.] src_0x161c24
     0.00%  translator  perf-32205.map       [.] src_0x547bfc
     0.00%  translator  perf-32205.map       [.] src_0x51cd54
     0.00%  translator  perf-32205.map       [.] src_0x5479a0
     0.00%  translator  [kernel.kallsyms]    [k] activate_task
     0.00%  translator  perf-32205.map       [.] src_0x50dd6c
     0.00%  translator  perf-32205.map       [.] src_0xa1218
     0.00%  translator  perf-32205.map       [.] src_0x548008
     0.00%  translator  perf-32205.map       [.] src_0xf571c
     0.00%  translator  perf-32205.map       [.] src_0x305b14
     0.00%  translator  perf-32205.map       [.] src_0x161a30
     0.00%  translator  perf-32205.map       [.] src_0x2a7034
     0.00%  translator  perf-32205.map       [.] src_0xdb1b4
     0.00%  translator  perf-32205.map       [.] src_0xed108
     0.00%  translator  perf-32205.map       [.] src_0xe950c
     0.00%  translator  perf-32205.map       [.] src_0x546f58
     0.00%  translator  perf-32205.map       [.] src_0x2c6318
     0.00%  translator  perf-32205.map       [.] src_0x50df58
     0.00%  translator  perf-32205.map       [.] src_0xdb5d4
     0.00%  translator  perf-32205.map       [.] src_0x545f94
     0.00%  translator  perf-32205.map       [.] src_0xe92bc
     0.00%  translator  [kernel.kallsyms]    [k] page_counter_try_charge
     0.00%  translator  perf-32205.map       [.] src_0x546e60
     0.00%  translator  perf-32205.map       [.] src_0x10fd50
     0.00%  translator  perf-32205.map       [.] src_0x4f09dc
     0.00%  translator  perf-32205.map       [.] src_0x33f510
     0.00%  translator  perf-32205.map       [.] src_0xf56cc
     0.00%  translator  perf-32205.map       [.] src_0x513960
     0.00%  translator  perf-32205.map       [.] src_0x1108cc
     0.00%  translator  perf-32205.map       [.] src_0x39d270
     0.00%  translator  perf-32205.map       [.] src_0x33fcc4
     0.00%  translator  [kernel.kallsyms]    [k] page_fault
     0.00%  translator  perf-32205.map       [.] src_0xa1318
     0.00%  translator  perf-32205.map       [.] src_0x2c4644
     0.00%  translator  perf-32205.map       [.] src_0x27c734
     0.00%  translator  perf-32205.map       [.] src_0x519568
     0.00%  translator  perf-32205.map       [.] src_0x30878
     0.00%  translator  perf-32205.map       [.] src_0x546600
     0.00%  translator  perf-32205.map       [.] src_0x281314
     0.00%  translator  perf-32205.map       [.] src_0x3dcbcc
     0.00%  translator  [kernel.kallsyms]    [k] ip_finish_output2
     0.00%  translator  perf-32205.map       [.] src_0x27cdbc
     0.00%  translator  perf-32205.map       [.] src_0xdd140
     0.00%  translator  perf-32205.map       [.] src_0x547bc8
     0.00%  translator  perf-32205.map       [.] src_0x17b584
     0.00%  translator  perf-32205.map       [.] src_0xe2124
     0.00%  translator  perf-32205.map       [.] src_0x517f2c
     0.00%  translator  perf-32205.map       [.] src_0x2c888c
     0.00%  translator  perf-32205.map       [.] src_0x546ecc
     0.00%  translator  perf-32205.map       [.] src_0xd138c
     0.00%  translator  perf-32205.map       [.] src_0xa1934
     0.00%  translator  perf-32205.map       [.] src_0x50df68
     0.00%  translator  perf-32205.map       [.] src_0xa1114
     0.00%  translator  perf-32205.map       [.] src_0x282460
     0.00%  translator  perf-32205.map       [.] src_0x201770
     0.00%  translator  perf-32205.map       [.] src_0x282fa0
     0.00%  translator  perf-32205.map       [.] src_0x5469c8
     0.00%  translator  perf-32205.map       [.] src_0x366b28
     0.00%  translator  perf-32205.map       [.] src_0x35df74
     0.00%  translator  perf-32205.map       [.] src_0x4f07c0
     0.00%  translator  perf-32205.map       [.] src_0x3682a0
     0.00%  translator  perf-32205.map       [.] src_0x9b460
     0.00%  translator  perf-32205.map       [.] src_0x281bb4
     0.00%  translator  perf-32205.map       [.] src_0x4f07e0
     0.00%  translator  perf-32205.map       [.] src_0x282488
     0.00%  translator  perf-32205.map       [.] src_0x27ce2c
     0.00%  translator  perf-32205.map       [.] src_0x3b35a0
     0.00%  translator  perf-32205.map       [.] src_0x201d54
     0.00%  translator  perf-32205.map       [.] src_0x519564
     0.00%  translator  perf-32205.map       [.] src_0x28131c
     0.00%  translator  perf-32205.map       [.] src_0x204d7c
     0.00%  translator  perf-32205.map       [.] src_0x3623c
     0.00%  translator  perf-32205.map       [.] src_0x30850
     0.00%  translator  perf-32205.map       [.] src_0x315dd4
     0.00%  translator  perf-32205.map       [.] src_0xdcd30
     0.00%  translator  perf-32205.map       [.] src_0x4d461c
     0.00%  translator  perf-32205.map       [.] src_0x282420
     0.00%  translator  perf-32205.map       [.] src_0x5190dc
     0.00%  translator  [kernel.kallsyms]    [k] down_read_trylock
     0.00%  translator  perf-32205.map       [.] src_0xd1300
     0.00%  translator  perf-32205.map       [.] src_0x1e59a0
     0.00%  translator  perf-32205.map       [.] src_0x3cb8c8
     0.00%  translator  perf-32205.map       [.] src_0x368270
     0.00%  translator  perf-32205.map       [.] src_0x2abf0c
     0.00%  translator  perf-32205.map       [.] src_0x3dbce4
     0.00%  translator  perf-32205.map       [.] src_0x5bf58
     0.00%  translator  perf-32205.map       [.] src_0x140aa8
     0.00%  translator  perf-32205.map       [.] src_0x282404
     0.00%  translator  perf-32205.map       [.] src_0x1a5b58
     0.00%  translator  perf-32205.map       [.] src_0x27cdcc
     0.00%  translator  perf-32205.map       [.] src_0x28017c
     0.00%  translator  perf-32205.map       [.] src_0x1e5948
     0.00%  translator  perf-32205.map       [.] src_0xe926c
     0.00%  translator  [kernel.kallsyms]    [k] generic_file_read_iter
     0.00%  translator  perf-32205.map       [.] src_0x547278
     0.00%  translator  perf-32205.map       [.] src_0x1e5704
     0.00%  translator  perf-32205.map       [.] src_0x366c20
     0.00%  translator  perf-32205.map       [.] src_0x17b570
     0.00%  translator  perf-32205.map       [.] src_0x305df8
     0.00%  translator  perf-32205.map       [.] src_0x11090c
     0.00%  translator  perf-32205.map       [.] src_0xf86b4
     0.00%  translator  perf-32205.map       [.] src_0x1a39e8
     0.00%  translator  perf-32205.map       [.] src_0x10fc1c
     0.00%  translator  perf-32205.map       [.] src_0xd141c
     0.00%  translator  perf-32205.map       [.] src_0xecd3c
     0.00%  translator  perf-32205.map       [.] src_0x2082a4
     0.00%  translator  perf-32205.map       [.] src_0x12cd54
     0.00%  translator  perf-32205.map       [.] src_0x31a5d8
     0.00%  translator  perf-32205.map       [.] src_0x1a5c9c
     0.00%  translator  perf-32205.map       [.] src_0x27cda4
     0.00%  translator  perf-32205.map       [.] src_0x366b30
     0.00%  translator  perf-32205.map       [.] src_0x50d4f0
     0.00%  translator  perf-32205.map       [.] src_0x1e5a68
     0.00%  translator  perf-32205.map       [.] src_0xd0b78
     0.00%  translator  perf-32205.map       [.] src_0x2c88c0
     0.00%  translator  perf-32205.map       [.] src_0x1423dc
     0.00%  translator  perf-32205.map       [.] src_0xdd0e8
     0.00%  translator  perf-32205.map       [.] src_0x142450
     0.00%  translator  [kernel.kallsyms]    [k] lru_add_drain_cpu
     0.00%  translator  [kernel.kallsyms]    [k] down_write
     0.00%  translator  [kernel.kallsyms]    [k] __perf_event__output_id_sample
     0.00%  translator  [kernel.kallsyms]    [k] lru_cache_add_active_or_unevictable
     0.00%  translator  [kernel.kallsyms]    [k] vfs_write
     0.00%  translator  [kernel.kallsyms]    [k] current_kernel_time64
     0.00%  translator  [kernel.kallsyms]    [k] __wake_up_common_lock
     0.00%  translator  [kernel.kallsyms]    [k] security_file_permission
     0.00%  translator  [kernel.kallsyms]    [k] block_write_end
     0.00%  translator  [kernel.kallsyms]    [k] current_time
     0.00%  translator  perf-32205.map       [.] src_0x33d440
     0.00%  translator  translator           [.] translate_risc_instr
     0.00%  translator  translator           [.] optimize_instr
     0.00%  translator  [kernel.kallsyms]    [k] __dec_node_state
     0.00%  translator  translator           [.] enc_opc
     0.00%  translator  [kernel.kallsyms]    [k] run_rebalance_domains
     0.00%  translator  [kernel.kallsyms]    [k] page_add_new_anon_rmap
     0.00%  translator  perf-32205.map       [.] src_0x17d144
     0.00%  translator  perf-32205.map       [.] src_0x266588
     0.00%  translator  [kernel.kallsyms]    [k] get_task_policy.part.31
     0.00%  translator  [kernel.kallsyms]    [k] cpu_load_update_active
     0.00%  translator  [kernel.kallsyms]    [k] cap_capable
     0.00%  translator  perf-32205.map       [.] src_0x266514
     0.00%  translator  perf-32205.map       [.] src_0x363c14
     0.00%  translator  perf-32205.map       [.] src_0x183400
     0.00%  translator  perf-32205.map       [.] src_0x51bdb0
     0.00%  translator  perf-32205.map       [.] src_0x2c7be4
     0.00%  translator  [kernel.kallsyms]    [k] __calc_delta
     0.00%  translator  perf-32205.map       [.] src_0x1838e4
     0.00%  translator  perf-32205.map       [.] src_0x35136c
     0.00%  translator  [kernel.kallsyms]    [k] uncharge_page
     0.00%  translator  perf-32205.map       [.] src_0x305bf8
     0.00%  translator  perf-32205.map       [.] src_0x12d544
     0.00%  translator  [kernel.kallsyms]    [k] update_process_times
     0.00%  translator  perf-32205.map       [.] src_0x12d26c
     0.00%  translator  [kernel.kallsyms]    [k] __perf_addr_filters_adjust
     0.00%  translator  perf-32205.map       [.] src_0x12d2ec
     0.00%  translator  perf-32205.map       [.] src_0x183d44
     0.00%  translator  perf-32205.map       [.] src_0x17d47c
     0.00%  translator  perf-32205.map       [.] src_0x17d228
     0.00%  translator  perf-32205.map       [.] src_0x30600c
     0.00%  translator  perf-32205.map       [.] src_0x12d38c
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_charge_statistics
     0.00%  translator  perf-32205.map       [.] src_0x1177c0
     0.00%  translator  perf-32205.map       [.] src_0xa0d3c
     0.00%  translator  [kernel.kallsyms]    [k] raise_softirq
     0.00%  translator  perf-32205.map       [.] src_0x26e924
     0.00%  translator  [kernel.kallsyms]    [k] _raw_spin_trylock
     0.00%  translator  perf-32205.map       [.] src_0x546468
     0.00%  translator  perf-32205.map       [.] src_0xdb140
     0.00%  translator  perf-32205.map       [.] src_0xa0484
     0.00%  translator  perf-32205.map       [.] src_0x3cb91c
     0.00%  translator  perf-32205.map       [.] src_0x15e93c
     0.00%  translator  perf-32205.map       [.] src_0x53f0b0
     0.00%  translator  perf-32205.map       [.] src_0x4f027c
     0.00%  translator  perf-32205.map       [.] src_0xa0d58
     0.00%  translator  perf-32205.map       [.] src_0xa105c
     0.00%  translator  [kernel.kallsyms]    [k] mmap_region
     0.00%  translator  perf-32205.map       [.] src_0xa03b0
     0.00%  translator  perf-32205.map       [.] src_0x5468f8
     0.00%  translator  perf-32205.map       [.] src_0x3057bc
     0.00%  translator  perf-32205.map       [.] src_0x3cb8d4
     0.00%  translator  perf-32205.map       [.] src_0x50d4dc
     0.00%  translator  perf-32205.map       [.] src_0x4f0b80
     0.00%  translator  perf-32205.map       [.] src_0xa0418
     0.00%  translator  perf-32205.map       [.] src_0x51386c
     0.00%  translator  perf-32205.map       [.] src_0x547134
     0.00%  translator  perf-32205.map       [.] src_0xf8a10
     0.00%  translator  perf-32205.map       [.] src_0x10fff8
     0.00%  translator  perf-32205.map       [.] src_0x522770
     0.00%  translator  perf-32205.map       [.] src_0x50de3c
     0.00%  translator  perf-32205.map       [.] src_0x547f20
     0.00%  translator  [kernel.kallsyms]    [k] default_send_IPI_single
     0.00%  translator  perf-32205.map       [.] src_0x12d3ac
     0.00%  translator  perf-32205.map       [.] src_0x2c45a8
     0.00%  translator  perf-32205.map       [.] src_0x50ee84
     0.00%  translator  perf-32205.map       [.] src_0x17d304
     0.00%  translator  perf-32205.map       [.] src_0x9bea8
     0.00%  translator  perf-32205.map       [.] src_0x350974
     0.00%  translator  perf-32205.map       [.] src_0x27c438
     0.00%  translator  perf-32205.map       [.] src_0x2abe70
     0.00%  translator  perf-32205.map       [.] src_0x524940
     0.00%  translator  perf-32205.map       [.] src_0x17cdd4
     0.00%  translator  perf-32205.map       [.] src_0x115924
     0.00%  translator  perf-32205.map       [.] src_0x593c4
     0.00%  translator  perf-32205.map       [.] src_0x209ec4
     0.00%  translator  perf-32205.map       [.] src_0xa1338
     0.00%  translator  perf-32205.map       [.] src_0x9b474
     0.00%  translator  perf-32205.map       [.] src_0xdd4c4
     0.00%  translator  perf-32205.map       [.] src_0x517d80
     0.00%  translator  perf-32205.map       [.] src_0x113f44
     0.00%  translator  perf-32205.map       [.] src_0x17d1ac
     0.00%  translator  perf-32205.map       [.] src_0x547450
     0.00%  translator  perf-32205.map       [.] src_0x4d45e8
     0.00%  translator  perf-32205.map       [.] src_0x350a48
     0.00%  translator  perf-32205.map       [.] src_0xa03a0
     0.00%  translator  perf-32205.map       [.] src_0x518634
     0.00%  translator  perf-32205.map       [.] src_0x5472d0
     0.00%  translator  perf-32205.map       [.] src_0xa03f4
     0.00%  translator  perf-32205.map       [.] src_0x547b04
     0.00%  translator  perf-32205.map       [.] src_0x17ce38
     0.00%  translator  perf-32205.map       [.] src_0x3c9798
     0.00%  translator  perf-32205.map       [.] src_0x54600c
     0.00%  translator  perf-32205.map       [.] src_0x161a18
     0.00%  translator  perf-32205.map       [.] src_0x12d31c
     0.00%  translator  perf-32205.map       [.] src_0x3b6b88
     0.00%  translator  perf-32205.map       [.] src_0x5188a0
     0.00%  translator  [kernel.kallsyms]    [k] timekeeping_update
     0.00%  translator  perf-32205.map       [.] src_0x12d344
     0.00%  translator  [kernel.kallsyms]    [k] put_prev_task_fair
     0.00%  translator  perf-32205.map       [.] src_0xf95fc
     0.00%  translator  perf-32205.map       [.] src_0x1e5de0
     0.00%  translator  perf-32205.map       [.] src_0xe31e0
     0.00%  translator  perf-32205.map       [.] src_0x9be4c
     0.00%  translator  perf-32205.map       [.] src_0xdae80
     0.00%  translator  perf-32205.map       [.] src_0xdd28c
     0.00%  translator  perf-32205.map       [.] src_0x50d8d8
     0.00%  translator  [kernel.kallsyms]    [k] ip_queue_xmit
     0.00%  translator  perf-32205.map       [.] src_0xe3194
     0.00%  translator  perf-32205.map       [.] src_0x34e554
     0.00%  translator  perf-32205.map       [.] src_0x52a364
     0.00%  translator  perf-32205.map       [.] src_0xea824
     0.00%  translator  perf-32205.map       [.] src_0xe319c
     0.00%  translator  perf-32205.map       [.] src_0x517f28
     0.00%  translator  perf-32205.map       [.] src_0x2c5bec
     0.00%  translator  perf-32205.map       [.] src_0x50dae0
     0.00%  translator  perf-32205.map       [.] src_0xe7098
     0.00%  translator  perf-32205.map       [.] src_0x2c1e30
     0.00%  translator  perf-32205.map       [.] src_0x161bfc
     0.00%  translator  [kernel.kallsyms]    [k] __kmalloc_node_track_caller
     0.00%  translator  perf-32205.map       [.] src_0xead18
     0.00%  translator  perf-32205.map       [.] src_0x2a6f1c
     0.00%  translator  [kernel.kallsyms]    [k] pick_next_task_dl
     0.00%  translator  perf-32205.map       [.] src_0xe9308
     0.00%  translator  perf-32205.map       [.] src_0x17b51c
     0.00%  translator  perf-32205.map       [.] src_0x562830
     0.00%  translator  perf-32205.map       [.] src_0xe7034
     0.00%  translator  [kernel.kallsyms]    [k] __sk_dst_check
     0.00%  translator  perf-32205.map       [.] src_0x12d648
     0.00%  translator  perf-32205.map       [.] src_0xa044c
     0.00%  translator  perf-32205.map       [.] src_0x2c88d0
     0.00%  translator  perf-32205.map       [.] src_0x502df8
     0.00%  translator  [kernel.kallsyms]    [k] finish_task_switch
     0.00%  translator  [kernel.kallsyms]    [k] __acct_update_integrals
     0.00%  translator  perf-32205.map       [.] src_0xdd520
     0.00%  translator  perf-32205.map       [.] src_0xa110c
     0.00%  translator  perf-32205.map       [.] src_0x9b4b4
     0.00%  translator  perf-32205.map       [.] src_0xdd0ac
     0.00%  translator  perf-32205.map       [.] src_0x546f34
     0.00%  translator  perf-32205.map       [.] src_0x514c88
     0.00%  translator  [kernel.kallsyms]    [k] probe_sched_switch
     0.00%  translator  perf-32205.map       [.] src_0xa5240
     0.00%  translator  [nf_conntrack]       [k] __nf_conntrack_find_get
     0.00%  translator  perf-32205.map       [.] src_0x29a004
     0.00%  translator  perf-32205.map       [.] src_0x2a36a4
     0.00%  translator  perf-32205.map       [.] src_0x522744
     0.00%  translator  perf-32205.map       [.] src_0x305ffc
     0.00%  translator  perf-32205.map       [.] src_0x12d5c0
     0.00%  translator  perf-32205.map       [.] src_0x3cb914
     0.00%  translator  [kernel.kallsyms]    [k] __qdisc_run
     0.00%  translator  [kernel.kallsyms]    [k] net_tx_action
     0.00%  translator  perf-32205.map       [.] src_0x5469b0
     0.00%  translator  perf-32205.map       [.] src_0x9bf04
     0.00%  translator  perf-32205.map       [.] src_0x33f30c
     0.00%  translator  [tg3]                [k] tg3_write32
     0.00%  translator  perf-32205.map       [.] src_0x546f84
     0.00%  translator  perf-32205.map       [.] src_0x17cd10
     0.00%  translator  perf-32205.map       [.] src_0x50d8c0
     0.00%  translator  perf-32205.map       [.] src_0x2800e8
     0.00%  translator  perf-32205.map       [.] src_0x5a5f8
     0.00%  translator  [kernel.kallsyms]    [k] add_interrupt_randomness
     0.00%  translator  perf-32205.map       [.] src_0x548014
     0.00%  translator  [kernel.kallsyms]    [k] set_next_entity
     0.00%  translator  [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  translator  perf-32205.map       [.] src_0x28014c
     0.00%  translator  perf-32205.map       [.] src_0x2a6f40
     0.00%  translator  perf-32205.map       [.] src_0x2a36dc
